example_id,conversation_id,customer_inquiry,true_intent,true_escalation_decision,escalation_rationale,ground_truth_brand_reply,is_ambiguous,message_length_chars,turn_count
golden_152,apple_775435,@AppleSupport it’s pretty bad when your own app keeps crashing on your own operating system. Also not helpful,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@168785 We want to help. What apps are you having issues with? Let us know in DM. https://t.co/GDrqU22YpT,False,109,2
golden_153,apple_2550713,@AppleSupport It keeps going up until it crashes or I restart. It’s a late 2103 MacBook pro and I know others have this problem https://t.co/49UXZtz0jv,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@459140 Hi there. We can look into it with you. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT,False,151,2
golden_154,apple_994484,"@AppleSupport, the latest OS links Calendars to Reminders. I've deleted the lists several times, but they come back. Am I stuck with them?",DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@355557 We'd love to look into this with you! To begin, feel free to DM us and we'll go from there: https://t.co/GDrqU22YpT",False,138,2
golden_155,apple_1148403,@AppleSupport They flicker and once I restarted it they came back and the screen was unresponsive for 5 mins,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@390256 Got it. Let us know which iPhone this is happening with in DM. https://t.co/GDrqU22YpT,False,108,2
golden_156,apple_546612,my #iphone8 #restarting every few seconds #problem fixed :). Setting date to 1st December helps. #apple #unhappycustomer. @AppleSupport,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@247109 We want to help. Let's complete these steps here: https://t.co/osZOKKTalm,False,135,2
golden_157,apple_1178955,"@AppleSupport I’ve got a 6s on 11.0.3 it’s random crashes, no one app seems to cause it. Could be music, could be another app.",DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@397287 Got it. Are all your apps up-to-date? You can check by going into the App Store and selecting on the update tab.,False,126,2
golden_158,apple_709513,@115858 my phone has frozen abt 3 times in the last 10 mins when r y'all gonna fix this,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@289652 We'd love to lend a hand! Which iPhone are you using, what iOS version is on it, and when did this issue begin?",False,87,2
golden_159,apple_393132,@AppleSupport My Macbook Air (v10.12.6) crashes with Mac equivalent of #BSOD whenever I get an incoming call on my iPhone. Any way to fix?,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@209100 We want to help. Send us a DM letting us know of any troubleshooting steps you have taken thus far. https://t.co/GDrqU22YpT,False,138,2
golden_160,apple_2634956,@AppleSupport OS11 Ruined my iPhone 6s. Incredibly slow. Lagging buttons. Frozen screens. Can’t keep up with my typing speed. HELP,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@305125 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,False,130,2
golden_161,apple_1963492,@AppleSupport @582167 My iPad is in the boot loop and my old ass Samsung never did that. Shit that things as old as the iPod,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@582166 Can you give us some more details about what's going on with your iPad? We'd be happy to look into this with you via DM: https://t.co/GDrqU22YpT,False,124,2
golden_162,apple_2493947,my Apple Music keeps crashing :/ help @AppleSupport,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@711905 We'd like to look into this with you and get your Apple Music working as expected. What is your iOS version? Does the app load at all?,False,51,2
golden_163,apple_2888454,"Ok @115858 you bout to catch these hands. I would enjoy a FaceTime but it keeps bugging out and giving me just a black screen with no volume, then when it works it will repeat words that have been said over and over again. Explain. I want to FaceTime normally again",DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@800906 Good morning! Thank you for reaching out for support. We definitely want to make sure your FaceTime is working as expected. You're in great hands for support! Let's look into this together. Can you tell us which Apple device you're using?,False,265,2
golden_164,apple_1837776,"@AppleSupport Reading tweets, I’m not the only one with the same problem. I realize it’s not with that app, it’s just my phone, keep freezing and I’ve been restarting it like 10 times today. Annoying.",DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@550918 We want to help you with this. Reach out to us in DM.,False,200,2
golden_165,apple_2177217,@115858 my music icon has been frozen for 24hours WHY #FixItJesus,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@638146 This isn't the experience we want to hear about and we definitely want you to be able to enjoy your music. Have you tried restarting the device?,False,65,2
golden_166,apple_940557,My MacBook is stuck on caps lock 😭 how can I fix this @AppleSupport,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@342969 Let's figure this out together! What type of Mac is this occurring on? Also, does the Caps Lock light stay illuminated?",False,67,2
golden_167,apple_542361,@AppleSupport my iPhone keeps restarting 2every 2 mins. How can I fix this?,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@245874 We want to get your iPhone functioning as you expect. Follow the steps in this article: https://t.co/osZOKKTalm,False,75,2
golden_168,apple_1834875,@AppleSupport Bizarrely enough restarting completely fixed it. Whatever magic you did on the back end? Much appreciated!! 😘,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@298298 We are glad to hear all is well again. Reach out if you need us again. Take care.,False,123,2
golden_169,apple_585859,Something is wrong with my phone. I’m on my old phone but my new phone (the X) keep restarting like wtf @115858,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@258314 We definitely want you to be able to use your iPhone X, so we're glad to help. Please take a look at this article, which details steps to take if your iPhone is restarting: https://t.co/osZOKKTalm",False,111,2
golden_170,apple_542499,@AppleSupport my phone is crashing and locking automatically and it shows a black screen with apple loading logo. Please fix this. ASAP,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@245923 We just released iOS 11.2 that should resolve the issue: https://t.co/osZOKKTalm Be sure and back up before updating. Let us know how it goes.,False,135,2
golden_171,apple_429133,@AppleSupport hey I keep having issues with my macbook pro 2016 model. graphics issues and it keeps crashing. not good considering the price tag I paid 🙄,DEVICE_PERFORMANCE_CRASH,ESCALATE,Legal escalation trigger requires human management oversight.,"@217047 We want you to enjoy your Mac; we'll do all we can to help. To start, what specific graphics issues are you experiencing?",False,153,2
golden_172,apple_2543038,@AppleSupport yo my phone keeps restarting and freezing up and now half my pics are stuck in photo stream but not in my camera roll. How the fuck do I fix this shit?!,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@722985 We're here to help. Can you tell us which iPhone and version of software you're using? When the iPhone restarts or becomes unresponsive, are you using a specific app? When did these issues begin?",False,166,2
golden_173,apple_2080903,@AppleSupport why is my E Mail always stuck on this screen? https://t.co/yPCReKsi5b,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@615359 Thanks for reaching out. It appears that your device is asking you to setup an email account to use. Troubles? DM us: https://t.co/GDrqU22YpT,False,83,2
golden_174,apple_2913291,@AppleSupport I tried to do that. Didnt help. The screen continued to be on the apple logo,DEVICE_PERFORMANCE_CRASH,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@806472 OK. At this point we recommend updating via recovery mode using iTunes. This article explains how: https://t.co/iYLZzFD8qZ,False,90,2
golden_175,apple_545214,@246731 @AppleSupport I’m having the exact same issue on a 6S. It randomly crashes every app to a black screen with loading spinner. Hard reset doesn’t fix it either.,DEVICE_PERFORMANCE_CRASH,ESCALATE,Legal escalation trigger requires human management oversight.,"@246730 We've got steps to solve that restart issue on your iPhone. Let's start by backing up your iPhone with these steps: https://t.co/4f8hwT5to6, then use these steps to update to iOS 11.2: https://t.co/osZOKKTalm Let us know in DM if those don't help.",False,166,2
golden_176,apple_2154541,@AppleSupport ... The Animoji on my iPhone 8 Plus isn’t working right ... https://t.co/hFufL3ti5b,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@534484 Thanks for reaching out to us. We would love to help you. Please send us a DM so we can take a look at what's going on. https://t.co/GDrqU22YpT,True,97,2
golden_177,apple_2343759,"@AppleSupport I solved it, and yes , there was an error message, but I did not take note of it",OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@677842 OK. We’re glad to hear that the issue is now resolved. If you need any assistance in the future, feel free to reach back out to us.",True,94,2
golden_178,apple_1464650,"Clock thing sorted out, by a restart- thanks @AppleSupport https://t.co/TulY7YLH01",OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@228025 We are happy the restart fixed the clock issue. Please DM us for more on the ringtone concern: https://t.co/GDrqU22YpT,True,82,2
golden_179,apple_42634,@AppleSupport I have restored the iPhone but the problem continues,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@125423 Thanks. DM us the steps you took to restore your iPhone so we can continue helping. https://t.co/GDrqU22YpT,True,66,2
golden_180,apple_2381418,@AppleSupport why does autocorrect keep changing it to I.T !,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@686596 Let's see if we can find out. To start, which device and OS version do you have?",True,60,2
golden_181,apple_1146721,@AppleSupport I live in the UK and the iPhone 6 I had before this replacement iPhone 6 I now have would let me turn off the camera shutter noise?,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@287385 We'd like to better understand what's happening. Please DM us more details here: https://t.co/GDrqU22YpT,True,145,2
golden_182,apple_1674752,@AppleSupport iPhone X running 11.1 and it’s still happening. https://t.co/X9af1yGfTB,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@509562 We want your keyboard working for you; we'll do all we can to help. Connect with us in DM and we'll get started: https://t.co/GDrqU22YpT,True,85,2
golden_183,apple_1556358,@AppleSupport I want some answers about my jacked up autocorrecting symbol keyboard situation,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@481190 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 installed?,True,93,2
golden_184,apple_2069699,@AppleSupport @118721 WTF is going with #Itunes? I can’t add music to my playlists. I’m so sick of #AppleProducts not working!,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@612077 Are you using a Mac or PC? Also, what happens when you attempt to add music to a playlist? Let us know in a DM. https://t.co/GDrqU22YpT",True,126,2
golden_185,apple_1575148,@AppleSupport why is this happening? https://t.co/4DRzXw2IBn,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@485397 We’re here for you. Try the steps here and let us know if you still need help: https://t.co/xU1AGHStV6,True,60,2
golden_186,apple_2130381,@AppleSupport So far it’s the only app I’ve noticed having issues,OTHER_OR_UNCLEAR,ESCALATE,Legal escalation trigger requires human management oversight.,@627053 Okay. Let's start by quitting the app and then opening it again: https://t.co/RqqIctrDWV,True,65,2
golden_187,apple_1444501,My earbuds crapped out after only having them for a month wth @115858,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@455204 Hey, let's look into some options. DM us the country you're located in and we'll continue there. https://t.co/GDrqU22YpT",True,69,2
golden_188,apple_59597,What does this mean @AppleSupport Has anyone had this come up before ?? #Apple #iphone #ismyphonegoingtoexplode https://t.co/y8A3vM3VW0,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@129594 We're here to help. Send us a DM and we can look into this for you. https://t.co/GDrqU22YpT,True,135,2
golden_189,apple_1627578,i* you see 😤 @AppleSupport,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@498299 Thank you for reaching out to us. We'd like to help guide you to a solution. Check out this article: https://t.co/gKAEL4wRnw,True,26,2
golden_190,apple_2220818,"@AppleSupport ENOUGH! Do I️ have to get some creepy brick wall when I️ type I️ in an email? Fix this problem, please. #tcot",OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@382340 We've released iOS 11.1.1 recently. DM us and let us know if you still experience the issue afterward. https://t.co/GDrqU22YpT,True,123,2
golden_191,apple_849893,"@AppleSupport Well, they don't have any clue about it! lol",OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@321941 Let's look into this further. Send us a DM. https://t.co/GDrqU22YpT,True,58,2
golden_192,apple_2402203,@AppleSupport Safari and other apps do not save them in my Gmailccount (but in my Cloudaccount). https://t.co/ucN7JiBDUH,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@691119 We're happy to help you. Can you tell us more about what you're experiencing? We want to make sure we understand.,True,120,2
golden_193,apple_2441895,@AppleSupport iPhone 7 11.1.1,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@700276 Let's continue the conversation in DM. We'll take a closer look at the battery usage there. https://t.co/GDrqU22YpT,True,29,2
golden_194,apple_1962411,"@AppleSupport Messages won't send to people , all the messages I get deletes, my resent call log stop working so if I don't already have a number save👎🏽",OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@581903 That's not the experience we want you to have. Please meet us in DM so we can gather more information and assist you. https://t.co/GDrqU22YpT,True,152,2
golden_195,apple_1776334,@AppleSupport Had time to reflect. Notifications. App background noise. Not opening correctly. Delayed response on many apps. Calendar issues. Much more.,OTHER_OR_UNCLEAR,ESCALATE,Legal escalation trigger requires human management oversight.,@533796 We're happy to help out. Can you tell us which model iPhone you're using? Thanks.,True,153,2
golden_196,apple_2955510,@AppleSupport help new phone and my photos aren’t loading on it?,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@815859 Thanks for reaching out to us about this. Congrats on that new iPhone! Let's see how we can help out. Were you using iCloud with your photos? Also, which method did you attempt to try and get them on on your new iPhone?",True,64,2
golden_197,apple_2241236,@AppleSupport @115858 gotta love this new iPhone X camera... #iphonexcamera https://t.co/xgnCgmmFdO,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@653453 Let's take a look at this concern further. Send us a DM with your iOS version from Settings &gt; General &gt; About and we'll meet you there. https://t.co/GDrqU22YpT,True,99,2
golden_198,apple_401695,"@AppleSupport Please help.This issue has been going on for months. The notorious ""storage device full"". It doesn't add up Case: 100318159703 https://t.co/zPLKu0AsKB",OTHER_OR_UNCLEAR,ESCALATE,Legal escalation trigger requires human management oversight.,"@210990 Let's take a look at this together. Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",True,164,2
golden_199,apple_1764477,@AppleSupport what the fuck is good w these I️ yo.,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,@530784 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,True,50,2
golden_200,apple_754177,@AppleSupport FaceTime isn't working!,OTHER_OR_UNCLEAR,AUTO_HANDLE,Standard technical troubleshooting procedure exists in historical Knowledge Base.,"@300264 We'd like to help. What happens when you try to use Facetime? Also, which device are you using?",True,37,2
